date,buoyid,obs,mle
2019-04-29,46211,10.6292,10.6292
2019-04-30,46041,10.2792,10.2792
2019-04-30,46050,NA,11.3562
2019-04-30,46087,10.4417,10.4417
2019-04-30,46211,11.1936,11.1936
2019-05-01,46041,10.6417,10.6417
2019-05-01,46050,NA,11.4412
2019-05-01,46087,10.4354,10.4354
2019-05-01,46211,11.3913,11.3913
2019-05-02,46041,11.1333,11.1333
2019-05-02,46050,NA,11.4031
2019-05-02,46087,9.9708,9.9708
2019-05-02,46211,11.1521,11.1521
2019-05-03,46041,11.1833,11.1833
2019-05-03,46050,NA,11.4407
2019-05-03,46087,10.1104,10.1104
2019-05-03,46211,11.2208,11.2208
2019-05-04,46041,11.3417,11.3417
2019-05-04,46050,NA,11.548400000000001
2019-05-04,46087,10.4146,10.4146
2019-05-04,46211,11.4542,11.4542
2019-05-05,46041,11.2083,11.2083
2019-05-05,46050,NA,11.6107
2019-05-05,46087,10.9208,10.9208
2019-05-05,46211,11.4936,11.4936
2019-05-06,46041,11.2217,11.2217
2019-05-06,46050,NA,11.6678
2019-05-06,46087,11.1792,11.1792
2019-05-06,46211,11.6021,11.6021
2019-05-07,46041,11.0292,11.0292
2019-05-07,46050,NA,11.6551
2019-05-07,46087,11.5298,11.5298
2019-05-07,46211,11.3896,11.3896
2019-05-08,46041,10.8958,10.8958
2019-05-08,46050,NA,11.6013
2019-05-08,46087,11.3854,11.3854
2019-05-08,46211,11.3574,11.3574
2019-05-09,46041,11.9167,11.9167
2019-05-09,46050,NA,11.818
2019-05-09,46087,11.3979,11.3979
2019-05-09,46211,11.6979,11.6979
2019-05-10,46041,11.913,11.913
2019-05-10,46050,NA,11.8663
2019-05-10,46087,11.4688,11.4688
2019-05-10,46211,11.9562,11.9562
2019-05-11,46041,11.8667,11.8667
2019-05-11,46050,NA,11.9406
2019-05-11,46087,11.7062,11.7062
2019-05-11,46211,12.2521,12.2521
2019-05-12,46041,11.8625,11.8625
2019-05-12,46050,NA,11.8092
2019-05-12,46087,10.7271,10.7271
2019-05-12,46211,12.4426,12.4426
2019-05-13,46041,12.3042,12.3042
2019-05-13,46050,NA,11.901
2019-05-13,46087,10.9553,10.9553
2019-05-13,46211,12.3688,12.3688
2019-05-14,46041,12.4708,12.4708
2019-05-14,46050,NA,11.9226
2019-05-14,46087,10.4583,10.4583
2019-05-14,46211,12.8583,12.8583
2019-05-15,46041,12.4917,12.4917
2019-05-15,46050,NA,11.8798
2019-05-15,46087,10.0812,10.0812
2019-05-15,46211,12.9729,12.9729
2019-05-16,46041,12.6667,12.6667
2019-05-16,46050,NA,12.045
2019-05-16,46087,11.0563,11.0563
2019-05-16,46211,12.8766,12.8766
2019-05-17,46041,12.6875,12.6875
2019-05-17,46050,NA,11.9896
2019-05-17,46087,10.7021,10.7021
2019-05-17,46211,12.8896,12.8896
2019-05-18,46041,12.525,12.525
2019-05-18,46050,NA,11.92
2019-05-18,46087,10.4562,10.4562
2019-05-18,46211,12.8894,12.8894
2019-05-19,46041,12.85,12.85
2019-05-19,46050,NA,12.2142
2019-05-19,46087,11.7958,11.7958
2019-05-19,46211,13.0812,13.0812
2019-05-20,46041,12.8125,12.8125
2019-05-20,46050,NA,12.3074
2019-05-20,46087,12.2106,12.2106
2019-05-20,46211,13.3087,13.3087
2019-05-21,46041,12.7833,12.7833
2019-05-21,46050,NA,12.3642
2019-05-21,46087,12.3354,12.3354
2019-05-21,46211,13.5915,13.5915
2019-05-22,46041,12.825,12.825
2019-05-22,46050,NA,12.3945
2019-05-22,46087,12.6708,12.6708
2019-05-22,46211,13.4277,13.4277
2019-05-23,46041,13.0333,13.0333
2019-05-23,46050,NA,12.4446
2019-05-23,46087,12.8333,12.8333
2019-05-23,46211,13.3938,13.3938
2019-05-24,46041,13.3417,13.3417
2019-05-24,46050,NA,12.3636
2019-05-24,46087,12.2062,12.2062
2019-05-24,46211,13.2333,13.2333
2019-05-25,46041,12.8917,12.8917
2019-05-25,46050,NA,12.2077
2019-05-25,46087,12.2396,12.2396
2019-05-25,46211,12.7042,12.7042
2019-05-26,46041,13.4417,13.4417
2019-05-26,46050,NA,12.2229
2019-05-26,46087,11.9917,11.9917
2019-05-26,46211,12.5213,12.5213
2019-05-27,46041,13.75,13.75
2019-05-27,46050,NA,12.3774
2019-05-27,46087,12.5729,12.5729
2019-05-27,46211,12.6187,12.6187
2019-05-28,46041,13.7833,13.7833
2019-05-28,46050,NA,12.2067
2019-05-28,46087,11.1625,11.1625
2019-05-28,46211,12.9574,12.9574
2019-05-29,46041,14.2042,14.2042
2019-05-29,46050,NA,12.335
2019-05-29,46087,10.8083,10.8083
2019-05-29,46211,13.7146,13.7146
2019-05-30,46041,14.1,14.1
2019-05-30,46050,NA,12.3903
2019-05-30,46087,11.0396,11.0396
2019-05-30,46211,13.9563,13.9563
2019-05-31,46041,13.4958,13.4958
2019-05-31,46050,NA,12.1849
2019-05-31,46087,11.3298,11.3298
2019-05-31,46211,13.0167,13.0167
2019-06-01,46041,13.6792,13.6792
2019-06-01,46050,NA,12.097
2019-06-01,46087,11.2167,11.2167
2019-06-01,46211,12.4239,12.4239
2019-06-02,46041,13.2292,13.2292
2019-06-02,46050,NA,11.9069
2019-06-02,46087,11.5917,11.5917
2019-06-02,46211,11.3404,11.3404
2019-06-03,46041,13.4909,13.4909
2019-06-03,46050,NA,11.8717
2019-06-03,46087,11.3711,11.3711
2019-06-03,46211,11.1048,11.1048
2019-06-04,46041,13.5542,13.5542
2019-06-04,46050,NA,11.8723
2019-06-04,46087,11.1417,11.1417
2019-06-04,46211,11.3,11.3
2019-06-05,46041,13.6238,13.6238
2019-06-05,46050,NA,11.9332
2019-06-05,46087,11.14,11.14
2019-06-05,46211,11.6356,11.6356
2019-06-06,46041,13.3417,13.3417
2019-06-06,46050,NA,11.8232
2019-06-06,46087,11.0146,11.0146
2019-06-06,46211,11.3833,11.3833
2019-06-07,46041,12.4375,12.4375
2019-06-07,46050,NA,11.7277
2019-06-07,46087,10.9167,10.9167
2019-06-07,46211,11.8156,11.8156
2019-06-08,46041,12.7583,12.7583
2019-06-08,46050,NA,11.9939
2019-06-08,46087,11.5146,11.5146
2019-06-08,46211,12.5792,12.5792
2019-06-09,46041,12.9333,12.9333
2019-06-09,46050,NA,12.0465
2019-06-09,46087,11.5042,11.5042
2019-06-09,46211,12.7667,12.7667
2019-06-10,46041,12.8833,12.8833
2019-06-10,46050,NA,11.8625
2019-06-10,46087,11.1667,11.1667
2019-06-10,46211,12.0333,12.0333
2019-06-11,46041,13.3958,13.3958
2019-06-11,46050,NA,11.8866
2019-06-11,46087,11.4667,11.4667
2019-06-11,46211,11.3957,11.3957
2019-06-12,46041,14.3087,14.3087
2019-06-12,46050,NA,12.3
2019-06-12,46087,12.2063,12.2063
2019-06-12,46211,12.3417,12.3417
2019-06-13,46041,13.975,13.975
2019-06-13,46050,NA,12.045
2019-06-13,46087,11.625,11.625
2019-06-13,46211,11.6937,11.6937
2019-06-14,46041,13.1917,13.1917
2019-06-14,46050,NA,11.7482
2019-06-14,46087,10.8771,10.8771
2019-06-14,46211,11.4021,11.4021
2019-06-15,46041,12.2667,12.2667
2019-06-15,46050,NA,11.6566
2019-06-15,46087,10.9255,10.9255
2019-06-15,46211,11.7333,11.7333
2019-06-16,46041,12.8708,12.8708
2019-06-16,46050,NA,11.6307
2019-06-16,46087,10.9292,10.9292
2019-06-16,46211,10.9896,10.9896
2019-06-17,46041,13.0792,13.0792
2019-06-17,46050,NA,11.8634
2019-06-17,46087,10.9708,10.9708
2019-06-17,46211,12.2125,12.2125
2019-06-18,46041,13.0667,13.0667
2019-06-18,46050,NA,11.691
2019-06-18,46087,11.0083,11.0083
2019-06-18,46211,11.1396,11.1396
2019-06-19,46041,12.8957,12.8957
2019-06-19,46050,NA,11.5616
2019-06-19,46087,10.6333,10.6333
2019-06-19,46211,10.9043,10.9043
2019-06-20,46041,12.6125,12.6125
2019-06-20,46050,NA,11.637
2019-06-20,46087,10.6542,10.6542
2019-06-20,46211,11.6609,11.6609
2019-06-21,46041,12.5667,12.5667
2019-06-21,46050,NA,11.7922
2019-06-21,46087,11.525,11.525
2019-06-21,46211,11.8271,11.8271
2019-06-22,46041,12.3364,12.3364
2019-06-22,46050,NA,11.7692
2019-06-22,46087,11.475,11.475
2019-06-22,46211,11.9889,11.9889
2019-06-23,46041,12.12,12.12
2019-06-23,46050,NA,11.6545
2019-06-23,46087,11.075,11.075
2019-06-23,46211,11.9159,11.9159
2019-06-24,46041,13.72,13.72
2019-06-24,46050,NA,12.0784
2019-06-24,46087,11.4593,11.4593
2019-06-24,46211,12.5955,12.5955
2019-06-25,46041,13.5417,13.5417
2019-06-25,46050,NA,12.1769
2019-06-25,46087,11.8021,11.8021
2019-06-25,46211,13.0687,13.0687
2019-06-26,46041,14.4792,14.4792
2019-06-26,46050,NA,12.4547
2019-06-26,46087,11.9812,11.9812
2019-06-26,46211,13.7063,13.7063
2019-06-27,46041,14.2208,14.2208
2019-06-27,46050,NA,12.5698
2019-06-27,46087,12.1375,12.1375
2019-06-27,46211,14.55,14.55
2019-06-28,46041,14.6542,14.6542
2019-06-28,46050,NA,12.766
2019-06-28,46087,12.7625,12.7625
2019-06-28,46211,14.7375,14.7375
2019-06-29,46041,15.2167,15.2167
2019-06-29,46050,NA,12.9969
2019-06-29,46087,12.8958,12.8958
2019-06-29,46211,15.5042,15.5042
2019-06-30,46041,14.6625,14.6625
2019-06-30,46050,NA,13.0578
2019-06-30,46087,13.2187,13.2187
2019-06-30,46211,16.1396,16.1396
2019-07-01,46041,14.6958,14.6958
2019-07-01,46050,NA,12.8163
2019-07-01,46087,13.3333,13.3333
2019-07-01,46211,14.5125,14.5125
2019-07-02,46041,14.45,14.45
2019-07-02,46050,NA,12.664
2019-07-02,46087,12.6625,12.6625
2019-07-02,46211,14.5064,14.5064
2019-07-03,46041,15.5696,15.5696
2019-07-03,46050,NA,12.8411
2019-07-03,46087,12.7208,12.7208
2019-07-03,46211,14.4553,14.4553
2019-07-04,46041,16.1417,16.1417
2019-07-04,46050,NA,13.0955
2019-07-04,46087,12.975,12.975
2019-07-04,46211,15.2375,15.2375
2019-07-05,46041,15.4417,15.4417
2019-07-05,46050,NA,13.0423
2019-07-05,46087,12.7896,12.7896
2019-07-05,46211,15.8167,15.8167
2019-07-06,46041,15.7625,15.7625
2019-07-06,46050,NA,13.0394
2019-07-06,46087,12.4292,12.4292
2019-07-06,46211,15.863,15.863
2019-07-07,46041,15.3375,15.3375
2019-07-07,46050,NA,12.9499
2019-07-07,46087,11.9938,11.9938
2019-07-07,46211,16.1915,16.1915
2019-07-08,46041,15.9292,15.9292
2019-07-08,46050,NA,13.2191
2019-07-08,46087,12.5188,12.5188
2019-07-08,46211,16.775,16.775
2019-07-09,46041,15.775,15.775
2019-07-09,46050,NA,13.2731
2019-07-09,46087,12.6404,12.6404
2019-07-09,46211,17.1688,17.1688
2019-07-10,46041,14.4292,14.4292
2019-07-10,46050,NA,12.7081
2019-07-10,46087,11.7021,11.7021
2019-07-10,46211,15.9604,15.9604
2019-07-11,46041,15.4565,15.4565
2019-07-11,46050,NA,12.9816
2019-07-11,46087,12.5021,12.5021
2019-07-11,46211,15.8604,15.8604
2019-07-12,46041,16.6375,16.6375
2019-07-12,46050,NA,13.5957
2019-07-12,46087,14.3333,14.3333
2019-07-12,46211,16.6958,16.6958
2019-07-13,46041,16.9417,16.9417
2019-07-13,46050,NA,13.6583
2019-07-13,46087,13.4833,13.4833
2019-07-13,46211,17.6563,17.6563
2019-07-14,46041,17.7292,17.7292
2019-07-14,46050,NA,13.7989
2019-07-14,46087,13.2417,13.2417
2019-07-14,46211,18.0104,18.0104
2019-07-15,46041,17.4875,17.4875
2019-07-15,46050,NA,13.6741
2019-07-15,46087,12.7333,12.7333
2019-07-15,46211,18.0085,18.0085
2019-07-16,46041,18.2375,18.2375
2019-07-16,46050,NA,13.8376
2019-07-16,46087,12.7875,12.7875
2019-07-16,46211,18.2468,18.2468
2019-07-17,46041,17.9458,17.9458
2019-07-17,46050,NA,13.7964
2019-07-17,46087,12.5813,12.5813
2019-07-17,46211,18.513,18.513
2019-07-18,46041,17.85,17.85
2019-07-18,46050,NA,13.5483
2019-07-18,46087,11.8229,11.8229
2019-07-18,46211,17.8479,17.8479
2019-07-19,46041,17.8333,17.8333
2019-07-19,46050,NA,13.556
2019-07-19,46087,12.1688,12.1688
2019-07-19,46211,17.5915,17.5915
2019-07-20,46041,17.5167,17.5167
2019-07-20,46050,NA,13.2124
2019-07-20,46087,12.4417,12.4417
2019-07-20,46211,15.5208,15.5208
2019-07-21,46041,16.7667,16.7667
2019-07-21,46050,NA,13.1703
2019-07-21,46087,12.875,12.875
2019-07-21,46211,15.6,15.6
2019-07-22,46041,16.9,16.9
2019-07-22,46050,NA,13.2456
2019-07-22,46087,12.3937,12.3937
2019-07-22,46211,16.4419,16.4419
2019-07-23,46041,16.2583,16.2583
2019-07-23,46050,NA,13.0786
2019-07-23,46087,12.3958,12.3958
2019-07-23,46211,16.0667,16.0667
2019-07-24,46041,16.8042,16.8042
2019-07-24,46050,NA,13.0854
2019-07-24,46087,12.3125,12.3125
2019-07-24,46211,15.6708,15.6708
2019-07-25,46041,16.9917,16.9917
2019-07-25,46050,NA,13.2027
2019-07-25,46087,13.0979,13.0979
2019-07-25,46211,15.4532,15.4532
2019-07-26,46041,16.5348,16.5348
2019-07-26,46050,NA,13.0836
2019-07-26,46087,13.0208,13.0208
2019-07-26,46211,15.2708,15.2708
2019-07-27,46041,17.775,17.775
2019-07-27,46050,NA,13.6326
2019-07-27,46087,13.3604,13.3604
2019-07-27,46211,17.1333,17.1333
2019-07-28,46041,16.825,16.825
2019-07-28,46050,NA,13.0226
2019-07-28,46087,13.2583,13.2583
2019-07-28,46211,14.4125,14.4125
2019-07-29,46041,15.35,15.35
2019-07-29,46050,NA,12.8141
2019-07-29,46087,13.0583,13.0583
2019-07-29,46211,14.8146,14.8146
2019-07-30,46041,15.8167,15.8167
2019-07-30,46050,NA,12.8928
2019-07-30,46087,13.3521,13.3521
2019-07-30,46211,14.5688,14.5688
2019-07-31,46041,17.3,17.3
2019-07-31,46050,NA,13.3158
2019-07-31,46087,13.4574,13.4574
2019-07-31,46211,15.6383,15.6383
2019-08-01,46041,17.2042,17.2042
2019-08-01,46050,NA,13.3377
2019-08-01,46087,13.1333,13.1333
2019-08-01,46211,16.2191,16.2191
2019-08-02,46041,16.5125,16.5125
2019-08-02,46050,NA,13.2566
2019-08-02,46087,12.5917,12.5917
2019-08-02,46211,16.9729,16.9729
2019-08-03,46041,15.7625,15.7625
2019-08-03,46050,NA,13.244
2019-08-03,46087,13.0271,13.0271
2019-08-03,46211,17.2333,17.2333
2019-08-04,46041,15.2087,15.2087
2019-08-04,46050,NA,12.8525
2019-08-04,46087,12.7833,12.7833
2019-08-04,46211,15.6187,15.6187
2019-08-05,46041,15.3714,15.3714
2019-08-05,46050,NA,12.7786
2019-08-05,46087,12.6167,12.6167
2019-08-05,46211,15.1875,15.1875
2019-08-06,46041,14.8708,14.8708
2019-08-06,46050,NA,12.4844
2019-08-06,46087,11.9979,11.9979
2019-08-06,46211,14.5,14.5
2019-08-07,46041,15.0417,15.0417
2019-08-07,46050,NA,12.5231
2019-08-07,46087,12.0489,12.0489
2019-08-07,46211,14.5444,14.5444
2019-08-08,46041,15.6333,15.6333
2019-08-08,46050,NA,12.5527
2019-08-08,46087,11.9042,11.9042
2019-08-08,46211,14.3065,14.3065
2019-08-09,46041,17.125,17.125
2019-08-09,46050,NA,12.8556
2019-08-09,46087,11.9604,11.9604
2019-08-09,46211,14.6687,14.6687
2019-08-10,46041,16.8375,16.8375
2019-08-10,46050,NA,12.773
2019-08-10,46087,11.5625,11.5625
2019-08-10,46211,14.8646,14.8646
2019-08-11,46041,16.5625,16.5625
2019-08-11,46050,NA,12.9085
2019-08-11,46087,11.8583,11.8583
2019-08-11,46211,15.7125,15.7125
2019-08-12,46041,16.0409,16.0409
2019-08-12,46050,NA,12.8902
2019-08-12,46087,12.1596,12.1596
2019-08-12,46211,15.8437,15.8437
2019-08-13,46041,16.3375,16.3375
2019-08-13,46050,NA,13.2154
2019-08-13,46087,12.4625,12.4625
2019-08-13,46211,17.293,17.293
2019-08-14,46041,17.2417,17.2417
2019-08-14,46050,NA,13.4122
2019-08-14,46087,12.4617,12.4617
2019-08-14,46211,17.6396,17.6396
2019-08-15,46041,16.875,16.875
2019-08-15,46050,NA,13.2383
2019-08-15,46087,12.6896,12.6896
2019-08-15,46211,16.7208,16.7208
2019-08-16,46041,15.5667,15.5667
2019-08-16,46050,NA,12.923
2019-08-16,46087,12.4396,12.4396
2019-08-16,46211,16.3413,16.3413
2019-08-17,46041,16.0083,16.0083
2019-08-17,46050,NA,12.9311
2019-08-17,46087,12.1937,12.1937
2019-08-17,46211,16.2208,16.2208
2019-08-18,46041,15.7875,15.7875
2019-08-18,46050,NA,12.8475
2019-08-18,46087,12.3542,12.3542
2019-08-18,46211,15.7854,15.7854
2019-08-19,46041,15.8042,15.8042
2019-08-19,46050,NA,12.806
2019-08-19,46087,12.275,12.275
2019-08-19,46211,15.6146,15.6146
2019-08-20,46041,15.7625,15.7625
2019-08-20,46050,NA,12.946
2019-08-20,46087,12.5833,12.5833
2019-08-20,46211,16.2437,16.2437
2019-08-21,46041,14.6792,14.6792
2019-08-21,46050,NA,12.7858
2019-08-21,46087,11.8875,11.8875
2019-08-21,46211,17.0511,17.0511
2019-08-22,46041,14.9958,14.9958
2019-08-22,46050,NA,13.0903
2019-08-22,46087,13.4208,13.4208
2019-08-22,46211,17.1213,17.1213
2019-08-23,46041,15.1917,15.1917
2019-08-23,46050,NA,13.1515
2019-08-23,46087,13.5021,13.5021
2019-08-23,46211,17.25,17.25
2019-08-24,46041,15.6667,15.6667
2019-08-24,46050,NA,12.9366
2019-08-24,46087,12.6,12.6
2019-08-24,46211,16.3638,16.3638
2019-08-25,46041,16.4208,16.4208
2019-08-25,46050,NA,13.0747
2019-08-25,46087,12.7687,12.7687
2019-08-25,46211,16.3255,16.3255
2019-08-26,46041,15.7917,15.7917
2019-08-26,46050,NA,12.8531
2019-08-26,46087,12.85,12.85
2019-08-26,46211,15.5188,15.5188
2019-08-27,46041,16.1304,16.1304
2019-08-27,46050,NA,12.7372
2019-08-27,46087,12.8875,12.8875
2019-08-27,46211,14.4458,14.4458
2019-08-28,46041,14.4958,14.4958
2019-08-28,46050,NA,12.5546
2019-08-28,46087,12.7938,12.7938
2019-08-28,46211,15.0625,15.0625
2019-08-29,46041,15.1208,15.1208
2019-08-29,46050,NA,12.6945
2019-08-29,46087,12.5458,12.5458
2019-08-29,46211,15.5809,15.5809
2019-08-30,46041,14.8833,14.8833
2019-08-30,46050,NA,12.8756
2019-08-30,46087,12.6896,12.6896
2019-08-30,46211,16.8271,16.8271
2019-08-31,46041,14.85,14.85
2019-08-31,46050,NA,12.7768
2019-08-31,46087,12.0062,12.0062
2019-08-31,46211,16.9532,16.9532
2019-09-01,46041,15.2,15.2
2019-09-01,46050,NA,12.8576
2019-09-01,46087,12.3604,12.3604
2019-09-01,46211,16.7771,16.7771
2019-09-02,46041,16.3217,16.3217
2019-09-02,46050,NA,13.0435
2019-09-02,46087,12.1917,12.1917
2019-09-02,46211,17.0063,17.0063
2019-09-03,46041,15.2083,15.2083
2019-09-03,46050,NA,12.8452
2019-09-03,46087,12.2638,12.2638
2019-09-03,46211,16.8375,16.8375
2019-09-04,46041,15.775,15.775
2019-09-04,46050,NA,12.9592
2019-09-04,46087,12.2375,12.2375
2019-09-04,46211,17.0319,17.0319
2019-09-05,46041,15.5333,15.5333
2019-09-05,46050,NA,12.7135
2019-09-05,46087,11.825,11.825
2019-09-05,46211,16.1812,16.1812
2019-09-06,46041,15.4,15.4
2019-09-06,46050,NA,12.6577
2019-09-06,46087,11.5896,11.5896
2019-09-06,46211,16.2271,16.2271
2019-09-07,46041,15.775,15.775
2019-09-07,46050,NA,12.6697
2019-09-07,46087,11.5542,11.5542
2019-09-07,46211,15.9875,15.9875
2019-09-08,46041,16.5167,16.5167
2019-09-08,46050,NA,12.8443
2019-09-08,46087,11.8447,11.8447
2019-09-08,46211,16.0667,16.0667
2019-09-09,46041,16.4583,16.4583
2019-09-09,46050,NA,13.0172
2019-09-09,46087,12.0167,12.0167
2019-09-09,46211,17.0542,17.0542
2019-09-10,46041,16.8042,16.8042
2019-09-10,46050,NA,13.1718
2019-09-10,46087,12.7042,12.7042
2019-09-10,46211,17.0085,17.0085
2019-09-11,46041,16.225,16.225
2019-09-11,46050,NA,12.9807
2019-09-11,46087,12.0417,12.0417
2019-09-11,46211,17.0851,17.0851
2019-09-12,46041,16.4708,16.4708
2019-09-12,46050,NA,12.9186
2019-09-12,46087,11.5938,11.5938
2019-09-12,46211,16.9255,16.9255
2019-09-13,46041,16.2625,16.2625
2019-09-13,46050,NA,13.1987
2019-09-13,46087,13.9396,13.9396
2019-09-13,46211,16.5563,16.5563
2019-09-14,46041,16.2208,16.2208
2019-09-14,46050,NA,13.0881
2019-09-14,46087,13.3125,13.3125
2019-09-14,46211,16.5617,16.5617
2019-09-15,46041,16.3348,16.3348
2019-09-15,46050,NA,13.1715
2019-09-15,46087,13.9583,13.9583
2019-09-15,46211,16.3458,16.3458
2019-09-16,46041,16.4042,16.4042
2019-09-16,46050,NA,13.1141
2019-09-16,46087,13.3354,13.3354
2019-09-16,46211,16.5667,16.5667
2019-09-17,46041,16.1625,16.1625
2019-09-17,46050,NA,13.5586
2019-09-17,46087,16.3854,16.3854
2019-09-17,46211,16.55,16.55
2019-09-18,46041,16.0375,16.0375
2019-09-18,46050,NA,13.5747
2019-09-18,46087,16.6396,16.6396
2019-09-18,46211,16.5458,16.5458
2019-09-19,46041,15.7167,15.7167
2019-09-19,46050,NA,13.5206
2019-09-19,46087,16.65,16.65
2019-09-19,46211,16.5447,16.5447
2019-09-20,46041,16.0417,16.0417
2019-09-20,46050,NA,13.5965
2019-09-20,46087,16.6438,16.6438
2019-09-20,46211,16.7229,16.7229
2019-09-21,46041,16.5435,16.5435
2019-09-21,46050,NA,13.7423
2019-09-21,46087,16.7167,16.7167
2019-09-21,46211,17.0809,17.0809
2019-09-22,46041,16.2167,16.2167
2019-09-22,46050,NA,13.649
2019-09-22,46087,16.4854,16.4854
2019-09-22,46211,17.083,17.083
2019-09-23,46041,15.6833,15.6833
2019-09-23,46050,NA,13.2689
2019-09-23,46087,15.2271,15.2271
2019-09-23,46211,16.5333,16.5333
2019-09-24,46041,15.8542,15.8542
2019-09-24,46050,NA,13.3023
2019-09-24,46087,15.3625,15.3625
2019-09-24,46211,16.4596,16.4596
2019-09-25,46041,16.1652,16.1652
2019-09-25,46050,NA,13.3982
2019-09-25,46087,15.3521,15.3521
2019-09-25,46211,16.7809,16.7809
2019-09-26,46041,16.1125,16.1125
2019-09-26,46050,NA,13.3148
2019-09-26,46087,15.0083,15.0083
2019-09-26,46211,16.6826,16.6826
2019-09-27,46041,15.8458,15.8458
2019-09-27,46050,NA,12.8169
2019-09-27,46087,13.0083,13.0083
2019-09-27,46211,15.875,15.875
2019-09-28,46041,15.2174,15.2174
2019-09-28,46050,NA,12.3708
2019-09-28,46087,11.8638,11.8638
2019-09-28,46211,14.8958,14.8958
2019-09-29,46041,15.4,15.4
2019-09-29,46050,NA,12.4559
2019-09-29,46087,12.5562,12.5562
2019-09-29,46211,14.575,14.575
2019-09-30,46041,14.9913,14.9913
2019-09-30,46050,NA,12.4371
2019-09-30,46087,12.4792,12.4792
2019-09-30,46211,14.9688,14.9688
2019-10-01,46041,14.9583,14.9583
2019-10-01,46050,NA,12.2147
2019-10-01,46087,11.7625,11.7625
2019-10-01,46211,14.3583,14.3583
2019-10-02,46041,14.8042,14.8042
2019-10-02,46050,NA,12.0389
2019-10-02,46087,11.3292,11.3292
2019-10-02,46211,13.8766,13.8766
2019-10-03,46041,13.6167,13.6167
2019-10-03,46050,NA,11.8352
2019-10-03,46087,10.4708,10.4708
2019-10-03,46211,14.6792,14.6792
2019-10-04,46041,13.5167,13.5167
2019-10-04,46050,NA,11.8884
2019-10-04,46087,11.4723,11.4723
2019-10-04,46211,14.1333,14.1333
2019-10-05,46041,14.1083,14.1083
2019-10-05,46050,NA,12.0658
2019-10-05,46087,11.8292,11.8292
2019-10-05,46211,14.3146,14.3146
2019-10-06,46041,14.4125,14.4125
2019-10-06,46050,NA,11.9591
2019-10-06,46087,10.9479,10.9479
2019-10-06,46211,14.2521,14.2521
2019-10-07,46041,13.8,13.8
2019-10-07,46050,NA,11.8815
2019-10-07,46087,11.1354,11.1354
2019-10-07,46211,14.2187,14.2187
2019-10-08,46041,13.3708,13.3708
2019-10-08,46050,NA,11.6772
2019-10-08,46087,10.4872,10.4872
2019-10-08,46211,14.0489,14.0489
2019-10-09,46041,13.2333,13.2333
2019-10-09,46050,NA,11.5459
2019-10-09,46087,10.3771,10.3771
2019-10-09,46211,13.5043,13.5043
2019-10-10,46041,13.3417,13.3417
2019-10-10,46050,NA,11.4316
2019-10-10,46087,10.1646,10.1646
2019-10-10,46211,12.9217,12.9217
2019-10-11,46041,13.5,13.5
2019-10-11,46050,NA,11.4043
2019-10-11,46087,10.1596,10.1596
2019-10-11,46211,12.6229,12.6229
2019-10-12,46041,13.5292,13.5292
2019-10-12,46050,NA,11.3472
2019-10-12,46087,10.1167,10.1167
2019-10-12,46211,12.3063,12.3063
2019-10-13,46041,13.0792,13.0792
2019-10-13,46050,NA,11.3238
2019-10-13,46087,10.1583,10.1583
2019-10-13,46211,12.5938,12.5938
2019-10-14,46041,12.913,12.913
2019-10-14,46050,NA,11.4116
2019-10-14,46087,10.1813,10.1813
2019-10-14,46211,13.3083,13.3083
2019-10-15,46041,12.8958,12.8958
2019-10-15,46050,NA,11.2071
2019-10-15,46087,10.0229,10.0229
2019-10-15,46211,12.2354,12.2354
2019-10-16,46041,12.6208,12.6208
2019-10-16,46050,NA,11.3541
2019-10-16,46087,11.0104,11.0104
2019-10-16,46211,12.463,12.463
2019-10-17,46041,12.9875,12.9875
2019-10-17,46050,NA,11.6422
2019-10-17,46087,12.0104,12.0104
2019-10-17,46211,12.9146,12.9146
2019-10-18,46041,12.9875,12.9875
2019-10-18,46050,NA,11.6864
2019-10-18,46087,12.2128,12.2128
2019-10-18,46211,13.0125,13.0125
2019-10-19,46041,12.9458,12.9458
2019-10-19,46050,NA,11.6648
2019-10-19,46087,12.1375,12.1375
2019-10-19,46211,13.0196,13.0196
2019-10-20,46041,12.8333,12.8333
2019-10-20,46050,NA,11.5031
2019-10-20,46087,11.6417,11.6417
2019-10-20,46211,12.6458,12.6458
2019-10-21,46041,12.9667,12.9667
2019-10-21,46050,NA,11.5831
2019-10-21,46087,11.6813,11.6813
2019-10-21,46211,12.9958,12.9958
2019-10-22,46041,12.8583,12.8583
2019-10-22,46050,NA,11.6092
2019-10-22,46087,11.8333,11.8333
2019-10-22,46211,13.1396,13.1396
2019-10-23,46041,12.7792,12.7792
2019-10-23,46050,NA,11.4108
2019-10-23,46087,10.8979,10.8979
2019-10-23,46211,12.9437,12.9437
2019-10-24,46041,12.8087,12.8087
2019-10-24,46050,NA,11.4975
2019-10-24,46087,11.4255,11.4255
2019-10-24,46211,12.9511,12.9511
2019-10-25,46041,12.9739,12.9739
2019-10-25,46050,NA,11.4846
2019-10-25,46087,11.2104,11.2104
2019-10-25,46211,12.9458,12.9458
2019-10-26,46041,12.825,12.825
2019-10-26,46050,NA,11.2932
2019-10-26,46087,10.5,10.5
2019-10-26,46211,12.6383,12.6383
2019-10-27,46041,12.6,12.6
2019-10-27,46050,NA,11.1212
2019-10-27,46087,10.0979,10.0979
